epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.5436363816261292,0.5418182015419006,0.6923575401306152,0.5,0.5,0.6852765083312988
1,0.6754545569419861,0.6754545569419861,0.6765328049659729,0.5,0.5,0.6689016222953796
2,0.6713636517524719,0.6713636517524719,0.668942928314209,0.5,0.5,0.6801655888557434
3,0.6663636565208435,0.6663636565208435,0.6628331542015076,0.5,0.5,0.688167929649353
4,0.6813636422157288,0.6813636422157288,0.654483437538147,0.5,0.5,0.674290657043457
5,0.6781818270683289,0.6781818270683289,0.6523169279098511,0.5,0.5,0.6774290204048157
6,0.6972727179527283,0.6972727179527283,0.6473590135574341,0.5,0.5,0.6675249934196472
7,0.6777272820472717,0.6777272820472717,0.6544313430786133,0.5,0.5,0.6635979413986206
8,0.6840909123420715,0.6840909123420715,0.6495668292045593,0.5,0.5,0.6592385172843933
9,0.6850000023841858,0.6850000023841858,0.6490074992179871,0.5,0.5,0.6904730796813965
10,0.671818196773529,0.671818196773529,0.6488107442855835,0.5,0.5,0.683294951915741
11,0.6945454478263855,0.6945454478263855,0.6398944854736328,0.512499988079071,0.512499988079071,0.6803926229476929
12,0.6936363577842712,0.6936363577842712,0.6391925811767578,0.512499988079071,0.512499988079071,0.6779400706291199
13,0.692727267742157,0.692727267742157,0.6402179002761841,0.5625,0.5625,0.6514192819595337
14,0.6877272725105286,0.6877272725105286,0.6400643587112427,0.5249999761581421,0.5249999761581421,0.6563071608543396
15,0.6981818079948425,0.6981818079948425,0.6378087401390076,0.5249999761581421,0.5249999761581421,0.654979407787323
16,0.703181803226471,0.703181803226471,0.6381701827049255,0.550000011920929,0.550000011920929,0.6536225080490112
17,0.7013636231422424,0.7013636231422424,0.6335199475288391,0.5625,0.5625,0.6436671018600464
18,0.7036363482475281,0.7036363482475281,0.6340131163597107,0.5249999761581421,0.5249999761581421,0.6321213245391846
19,0.7168181538581848,0.7168181538581848,0.6247145533561707,0.5375000238418579,0.5375000238418579,0.6782622337341309
20,0.7036363482475281,0.7036363482475281,0.6368227601051331,0.5249999761581421,0.5249999761581421,0.6444795727729797
